company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
APCON,Regional Sales Manager  ,Situational,management,How would you achieve your quota,"I would be enthusiastic and motivated, and would be able to create a positive and productive work environment. I would also be able to inspire my team to achieve their goals, and would be able to create a sense of urgency.",1.0,1285
APCON,Regional Sales Manager  ,Situational,management,How would you achieve your quota,"I would be a good listener, and would be able to understand the needs of my customers and prospects. I would also be able to build rapport with them, and would be able to develop trust and credibility.",2.0,1286
APCON,Regional Sales Manager  ,Situational,management,How would you achieve your quota,"I would be well-organized and efficient, and would have a clear plan for how I would achieve my goals. I would also be able to manage my time effectively, and would be able to stay focused on my priorities.",3.0,1287
APCON,Regional Sales Manager  ,Situational,management,How would you achieve your quota,"I would set aggressive but achievable goals for myself and my team, and track our progress closely. I would also be constantly looking for new opportunities to grow our business, and would be willing to take risks in order to achieve my goals.",5.0,1288
APCON,Regional Sales Manager  ,Situational,management,How would you achieve your quota,"I would build strong relationships with my customers and prospects, and would be constantly looking for ways to add value to their businesses. I would also be willing to go the extra mile to help my customers succeed, and would be confident that they would reward me with their business.",4.0,1289
Hyatt,Event Sales Manager  ,Situational,management,How do you handle difficult customers,3. **I offer solutions that address their needs and concerns.**,3.0,1290
Hyatt,Event Sales Manager  ,Situational,management,How do you handle difficult customers,5. **I apologize for any inconvenience and offer them a refund or other compensation.**,1.0,1291
Hyatt,Event Sales Manager  ,Situational,management,How do you handle difficult customers,4. **I follow up with them to ensure that their concerns have been resolved.**,2.0,1292
Hyatt,Event Sales Manager  ,Situational,management,How do you handle difficult customers,2. **I try to understand their perspective and empathize with their situation.**,4.0,1293
Hyatt,Event Sales Manager  ,Situational,management,How do you handle difficult customers,"1. **I remain calm and professional, and I listen attentively to their concerns.**",5.0,1294
Hyatt,Senior Sales Manager  ,Situational,management,How do you rate your success,I'm a hard worker and I'm always willing to go the extra mile to get the job done.,3.0,1295
Hyatt,Senior Sales Manager  ,Situational,management,How do you rate your success,"I'm still learning and growing, but I'm confident that I can achieve great things in my career.",1.0,1296
Hyatt,Senior Sales Manager  ,Situational,management,How do you rate your success,I'm consistently exceeding my sales targets and have been promoted twice in the past three years.,5.0,1297
Hyatt,Senior Sales Manager  ,Situational,management,How do you rate your success,I'm always looking for ways to improve my performance and have been recognized by my peers and managers for my dedication and results.,4.0,1298
Hyatt,Senior Sales Manager  ,Situational,management,How do you rate your success,I'm a team player and I'm always willing to help my colleagues succeed.,2.0,1299
Kotak Mahindra Bank,Sales Manager  ,Situational,management,how long you are living in delhi,I have been living in Delhi for 1 year.,2.0,1300
Kotak Mahindra Bank,Sales Manager  ,Situational,management,how long you are living in delhi,I have been living in Delhi for 2 years.,3.0,1301
Kotak Mahindra Bank,Sales Manager  ,Situational,management,how long you are living in delhi,I have just moved to Delhi.,1.0,1302
Kotak Mahindra Bank,Sales Manager  ,Situational,management,how long you are living in delhi,I have been living in Delhi for 3 years.,4.0,1303
Kotak Mahindra Bank,Sales Manager  ,Situational,management,how long you are living in delhi,I have been living in Delhi for 5 years.,5.0,1304
Huntswood,Sales Team Manager  ,Introductory,speaking,Previous experience and goals for the future,I'm a hard worker and I'm always looking for ways to improve my skills. I'm confident that I can make a significant contribution to your team.,4.0,1305
Huntswood,Sales Team Manager  ,Introductory,speaking,Previous experience and goals for the future,I'm passionate about sales and I'm excited about the opportunity to work for your company. I'm confident that I can make a positive impact on your bottom line.,3.0,1306
Huntswood,Sales Team Manager  ,Introductory,speaking,Previous experience and goals for the future,I'm eager to learn and I'm always looking for ways to improve my skills. I'm confident that I can be a valuable asset to your team.,1.0,1307
Huntswood,Sales Team Manager  ,Introductory,speaking,Previous experience and goals for the future,"I have 5 years of experience in sales management, and I'm looking for a role where I can use my skills to grow a team and increase sales.",5.0,1308
Huntswood,Sales Team Manager  ,Introductory,speaking,Previous experience and goals for the future,I'm a good listener and I'm able to build relationships with customers. I'm confident that I can help your customers find the products and services that they need.,2.0,1309
Pacific Biosciences,Distributor Sales Manager  ,Introductory,speaking,What will be the main challenges,1. **Providing excellent customer service while meeting sales goals.**,5.0,1310
Pacific Biosciences,Distributor Sales Manager  ,Introductory,speaking,What will be the main challenges,2. **Managing a team of sales representatives and motivating them to achieve their goals.**,4.0,1311
Pacific Biosciences,Distributor Sales Manager  ,Introductory,speaking,What will be the main challenges,4. **Dealing with the challenges of a competitive sales environment.**,2.0,1312
Pacific Biosciences,Distributor Sales Manager  ,Introductory,speaking,What will be the main challenges,3. **Developing and executing a sales strategy that will increase market share.**,3.0,1313
Pacific Biosciences,Distributor Sales Manager  ,Introductory,speaking,What will be the main challenges,5. **Working long hours and traveling frequently.**,1.0,1314
Spoonflower,Sales Manager  ,Situational,management,What interests you in Spoonflower,I'm confident that I have the skills and experience to be successful in this role.,2.0,1315
Spoonflower,Sales Manager  ,Situational,management,What interests you in Spoonflower,I'm excited about the opportunity to work with a team of talented designers and makers.,3.0,1316
Spoonflower,Sales Manager  ,Situational,management,What interests you in Spoonflower,I'm impressed by Spoonflower's commitment to sustainability and social responsibility.,4.0,1317
Spoonflower,Sales Manager  ,Situational,management,What interests you in Spoonflower,I'm looking for a company that offers a challenging and rewarding work environment.,1.0,1318
Spoonflower,Sales Manager  ,Situational,management,What interests you in Spoonflower,"I'm passionate about fabric and design, and I believe Spoonflower is a unique and innovative company that is changing the way people think about fabric.",5.0,1319
Intellipaat,Inside Sales Manager  ,Situational,management,Sales pitch about the course,"""Intellipaat's courses are the best in the industry, and I'm confident that you'll be able to learn everything you need to know to succeed in your career. Our courses are designed by experts in the field, and we offer a variety of learning options to suit your needs. Whether you want to learn online, in person, or through a combination of both, we have a course for you. Plus, our courses are backed by a satisfaction guarantee, so you can be sure that you're making the right investment. So what are you waiting for? Enroll in an Intellipaat course today!""",5.0,1320
Intellipaat,Inside Sales Manager  ,Situational,management,Sales pitch about the course,"""Intellipaat's courses are a great way to learn new skills and advance your career. Our courses are taught by experts in the field, and they're designed to help you develop the skills you need to succeed. Plus, our courses are affordable and flexible, so you can learn at your own pace and on your own time. So if you're looking for a way to improve your skills and advance your career, I highly recommend Intellipaat.""",4.0,1321
Intellipaat,Inside Sales Manager  ,Situational,management,Sales pitch about the course,"""Intellipaat's courses are not the best option for people who are looking to learn new skills or advance their careers. The courses are overpriced and outdated, and they're taught by instructors who are not always qualified. Plus, the courses are not very engaging, and they're not backed by a satisfaction guarantee. Overall, I would not recommend Intellipaat's courses to anyone.""",1.0,1322
Intellipaat,Inside Sales Manager  ,Situational,management,Sales pitch about the course,"""Intellipaat's courses are a decent option for people who are looking to learn new skills or advance their careers. The courses are affordable and flexible, and they're taught by experts in the field. However, the courses can be a bit repetitive and boring, and they're not always the most up-to-date. Overall, Intellipaat's courses are a good option for people who are on a tight budget, but they're not the best option for people who are looking for a high-quality learning experience.""",2.0,1323
Intellipaat,Inside Sales Manager  ,Situational,management,Sales pitch about the course,"""Intellipaat's courses are a good option for people who are looking to learn new skills or advance their careers. The courses are affordable and flexible, and they're taught by experts in the field. However, the courses can be a bit dry and technical, and they're not always the most engaging. Overall, Intellipaat's courses are a good option for people who are serious about learning new skills, but they're not the best option for people who are looking for a more engaging learning experience.""",3.0,1324
ICICI Prudential Life Insurance,Unit Sales Manager  ,Situational,management,introduction tell us about yourself company products,I am not familiar with ICICI Prudential Life Insurance or its products and services. I am not sure if I am the right person for this role.,1.0,1325
ICICI Prudential Life Insurance,Unit Sales Manager  ,Situational,management,introduction tell us about yourself company products,I am a new graduate with a degree in finance and have a strong interest in the financial services industry. I am eager to learn more about ICICI Prudential Life Insurance and its products and services.,2.0,1326
ICICI Prudential Life Insurance,Unit Sales Manager  ,Situational,management,introduction tell us about yourself company products,I have been working in the financial services industry for over 10 years and have a proven track record of success in sales. I am confident that I can use my skills and experience to help you grow your business.,3.0,1327
ICICI Prudential Life Insurance,Unit Sales Manager  ,Situational,management,introduction tell us about yourself company products,I am a highly motivated and results-oriented individual with a proven track record of success in sales. I have a deep understanding of the ICICI Prudential Life Insurance products and am confident that I can use my skills and experience to help you grow your business.,5.0,1328
ICICI Prudential Life Insurance,Unit Sales Manager  ,Situational,management,introduction tell us about yourself company products,I have been with ICICI Prudential Life Insurance for over 5 years and have a comprehensive understanding of our products and services. I am also a certified financial planner and have a strong understanding of the financial needs of our customers.,4.0,1329
Cogent Infotech Corp,Senior Sales Manager  ,Situational,management,how could i bring on revenue right away,2. **I would leverage my network of contacts to generate leads and referrals.**,4.0,1330
Cogent Infotech Corp,Senior Sales Manager  ,Situational,management,how could i bring on revenue right away,4. **I would attend industry events and conferences to build relationships with potential customers.**,2.0,1331
Cogent Infotech Corp,Senior Sales Manager  ,Situational,management,how could i bring on revenue right away,5. **I would cold call potential customers and try to sell them my product or service.**,1.0,1332
Cogent Infotech Corp,Senior Sales Manager  ,Situational,management,how could i bring on revenue right away,1. **I would identify and target the most profitable accounts and develop a personalized sales pitch for each one.**,5.0,1333
Cogent Infotech Corp,Senior Sales Manager  ,Situational,management,how could i bring on revenue right away,3. **I would offer discounts or promotions to attract new customers.**,3.0,1334
Qt Group,Regional Sales Manager (Boston)  ,Situational,management,Give me names of people at such and such company,John Doe,5.0,1335
Qt Group,Regional Sales Manager (Boston)  ,Situational,management,Give me names of people at such and such company,Michael Smith,3.0,1336
Qt Group,Regional Sales Manager (Boston)  ,Situational,management,Give me names of people at such and such company,Jane Doe,4.0,1337
Qt Group,Regional Sales Manager (Boston)  ,Situational,management,Give me names of people at such and such company,Bill Jones,2.0,1338
Qt Group,Regional Sales Manager (Boston)  ,Situational,management,Give me names of people at such and such company,None,1.0,1339
Radisson Hotels Americas,Catering Sales Manager  ,Situational,management,why did I want to move to Charleston for this job,"I was laid off from my previous job, and this was the first job I found that was a good fit for me.",1.0,1340
Radisson Hotels Americas,Catering Sales Manager  ,Situational,management,why did I want to move to Charleston for this job,"I have always wanted to live in Charleston, and this job is a great opportunity to do so.",5.0,1341
Radisson Hotels Americas,Catering Sales Manager  ,Situational,management,why did I want to move to Charleston for this job,"I was looking for a job in a warmer climate, and Charleston seemed like a good option.",2.0,1342
Radisson Hotels Americas,Catering Sales Manager  ,Situational,management,why did I want to move to Charleston for this job,"I was looking for a new challenge, and this job seemed like a good fit for my skills and experience.",4.0,1343
Radisson Hotels Americas,Catering Sales Manager  ,Situational,management,why did I want to move to Charleston for this job,I was offered a higher salary at this job than I was at my previous job.,3.0,1344
Service Corporation International,AREA SALES MANAGER  ,Fresher,technical,Tell them about my past experience as a manager,I am able to effectively learn and adapt to new situations.,2.0,1345
Service Corporation International,AREA SALES MANAGER  ,Fresher,technical,Tell them about my past experience as a manager,I am able to effectively meet deadlines and goals.,3.0,1346
Service Corporation International,AREA SALES MANAGER  ,Fresher,technical,Tell them about my past experience as a manager,I am able to build strong relationships with my team members and create a positive work environment.,5.0,1347
Service Corporation International,AREA SALES MANAGER  ,Fresher,technical,Tell them about my past experience as a manager,I am able to effectively communicate with my team members and stakeholders.,4.0,1348
Service Corporation International,AREA SALES MANAGER  ,Fresher,technical,Tell them about my past experience as a manager,I am able to effectively work independently.,1.0,1349
BYJU'S,Byjus Sales Manager  ,Introductory,speaking,Tell me something about you Why do you want to make career in sales Why edtech Case based questions,Response 2: I am a recent graduate from college with a degree in business administration. I have always been interested in sales and believe that it is a great way to make a difference in the world. I am excited about the opportunity to work at BYJU'S and believe that I can make a significant contribution to the company.,4.0,1350
BYJU'S,Byjus Sales Manager  ,Introductory,speaking,Tell me something about you Why do you want to make career in sales Why edtech Case based questions,Response 5: I am a recent college graduate who is looking for a sales job. I am excited about the opportunity to work at BYJU'S and I am confident that I can learn and grow with the company.,1.0,1351
BYJU'S,Byjus Sales Manager  ,Introductory,speaking,Tell me something about you Why do you want to make career in sales Why edtech Case based questions,Response 4: I am a sales representative with a few years of experience. I am looking for a new opportunity to grow my career and I am excited about the opportunity to work at BYJU'S. I am confident that I can learn and grow with the company.,2.0,1352
BYJU'S,Byjus Sales Manager  ,Introductory,speaking,Tell me something about you Why do you want to make career in sales Why edtech Case based questions,"Response 3: I am a sales professional with over 10 years of experience. I have worked in a variety of industries, including telecommunications, healthcare, and financial services. I am confident that I have the skills and experience necessary to be successful in sales at BYJU'S.",3.0,1353
BYJU'S,Byjus Sales Manager  ,Introductory,speaking,Tell me something about you Why do you want to make career in sales Why edtech Case based questions,Response 1: I am a highly motivated and results-oriented individual with a proven track record of success in sales. I am passionate about EdTech and believe that it has the potential to revolutionize education. I am confident that I have the skills and experience necessary to be a successful Sales Manager at BYJU'S.,5.0,1354
Apria Healthcare,District Sales Manager  ,Behavioural,social,tell me about your last position and walk me through your background,"I was a District Sales Manager at Apria Healthcare for 6 months, where I was responsible for managing a team of sales representatives and generating $4M in annual revenue.",2.0,1355
Apria Healthcare,District Sales Manager  ,Behavioural,social,tell me about your last position and walk me through your background,"I was a District Sales Manager at Apria Healthcare for 3 years, where I was responsible for managing a team of sales representatives and generating $10M in annual revenue.",5.0,1356
Apria Healthcare,District Sales Manager  ,Behavioural,social,tell me about your last position and walk me through your background,"I was a District Sales Manager at Apria Healthcare for 2 years, where I was responsible for managing a team of sales representatives and generating $8M in annual revenue.",4.0,1357
Apria Healthcare,District Sales Manager  ,Behavioural,social,tell me about your last position and walk me through your background,"I was a District Sales Manager at Apria Healthcare for 1 year, where I was responsible for managing a team of sales representatives and generating $6M in annual revenue.",3.0,1358
Apria Healthcare,District Sales Manager  ,Behavioural,social,tell me about your last position and walk me through your background,"I was a District Sales Manager at Apria Healthcare for 3 months, where I was responsible for managing a team of sales representatives and generating $2M in annual revenue.",1.0,1359
First Help Financial,Sales Representative and Manager  ,Situational,management,What sets me apart from all the other candidates,I am a highly motivated and driven individual with a strong work ethic.,4.0,1360
First Help Financial,Sales Representative and Manager  ,Situational,management,What sets me apart from all the other candidates,I am a quick learner and I am always eager to take on new challenges.,2.0,1361
First Help Financial,Sales Representative and Manager  ,Situational,management,What sets me apart from all the other candidates,I am a good listener and I am able to build rapport with clients easily.,1.0,1362
First Help Financial,Sales Representative and Manager  ,Situational,management,What sets me apart from all the other candidates,"I have a proven track record of success in sales, with a 100% close rate on my last 10 deals.",5.0,1363
First Help Financial,Sales Representative and Manager  ,Situational,management,What sets me apart from all the other candidates,I am a team player who is always willing to help others.,3.0,1364
Talbots,Sales Manager  ,Situational,management,How to increase outreach to our clients,1. **Increase our social media presence and engage with customers on a more personal level.**,5.0,1365
Talbots,Sales Manager  ,Situational,management,How to increase outreach to our clients,4. **Hold more in-store events and promotions to get customers in the door.**,2.0,1366
Talbots,Sales Manager  ,Situational,management,How to increase outreach to our clients,2. **Offer more incentives and rewards for customers who refer their friends and family.**,4.0,1367
Talbots,Sales Manager  ,Situational,management,How to increase outreach to our clients,3. **Partner with other businesses in our community to reach a wider audience.**,3.0,1368
Talbots,Sales Manager  ,Situational,management,How to increase outreach to our clients,5. **Send out more direct mail and email campaigns to stay top-of-mind with our customers.**,1.0,1369
Russell Cellular,District Sales Manager  ,Situational,management,Tell me about growing sales,I am a team player and I am always willing to help others. I am confident that I can use my collaboration skills to grow sales at Russell Cellular.,2.0,1370
Russell Cellular,District Sales Manager  ,Situational,management,Tell me about growing sales,I am a hard worker and I am always willing to go the extra mile. I am confident that I can use my dedication and determination to grow sales at Russell Cellular.,3.0,1371
Russell Cellular,District Sales Manager  ,Situational,management,Tell me about growing sales,I am a results-oriented individual who is passionate about sales. I am confident that I can use my skills and experience to grow sales at Russell Cellular.,4.0,1372
Russell Cellular,District Sales Manager  ,Situational,management,Tell me about growing sales,"I have a proven track record of growing sales in my previous roles. In my last role, I increased sales by 15% year-over-year. I am confident that I can use my skills and experience to grow sales at Russell Cellular.",5.0,1373
Russell Cellular,District Sales Manager  ,Situational,management,Tell me about growing sales,I am a quick learner and I am always willing to take on new challenges. I am confident that I can use my adaptability to grow sales at Russell Cellular.,1.0,1374
Qualtrics,Global Sales Enablement Manager  ,Behavioural,social,Name a time you lied,I lied to a customer about the status of their order,5.0,1375
Qualtrics,Global Sales Enablement Manager  ,Behavioural,social,Name a time you lied,I lied to my friends about where I was going,3.0,1376
Qualtrics,Global Sales Enablement Manager  ,Behavioural,social,Name a time you lied,I lied to my boss about why I was late to work,2.0,1377
Qualtrics,Global Sales Enablement Manager  ,Behavioural,social,Name a time you lied,I lied to my significant other about what I was doing,4.0,1378
Qualtrics,Global Sales Enablement Manager  ,Behavioural,social,Name a time you lied,I lied to my parents about my grades in high school,1.0,1379
Amazon,Senior Sales Manager  ,Behavioural,social,Describe a project when you when above your expectations,I successfully negotiated a deal with a major client that resulted in a $1 million increase in revenue.,3.0,1380
Amazon,Senior Sales Manager  ,Behavioural,social,Describe a project when you when above your expectations,I led a team of 10 sales representatives to achieve a 15% increase in sales.,4.0,1381
Amazon,Senior Sales Manager  ,Behavioural,social,Describe a project when you when above your expectations,I developed a new sales process that resulted in a 5% increase in sales.,2.0,1382
Amazon,Senior Sales Manager  ,Behavioural,social,Describe a project when you when above your expectations,I exceeded sales targets by 20% by developing and implementing a new marketing campaign.,5.0,1383
Amazon,Senior Sales Manager  ,Behavioural,social,Describe a project when you when above your expectations,I met all of my sales targets for the quarter.,1.0,1384
Raymour & Flanigan,Sales Manager  ,Situational,management,do you sell on the floor,"Yes, I have experience selling on the floor and I am confident in my ability to generate sales.",5.0,1385
Raymour & Flanigan,Sales Manager  ,Situational,management,do you sell on the floor,"I do not have any experience selling on the floor, but I am confident that I can learn the skills necessary to be successful.",2.0,1386
Raymour & Flanigan,Sales Manager  ,Situational,management,do you sell on the floor,"I have some experience selling on the floor, but I would prefer to focus on managing a team of sales representatives.",3.0,1387
Raymour & Flanigan,Sales Manager  ,Situational,management,do you sell on the floor,"I am not interested in selling on the floor, I would prefer to focus on other aspects of the sales process.",1.0,1388
Raymour & Flanigan,Sales Manager  ,Situational,management,do you sell on the floor,"I have not sold on the floor, but I am confident that I can learn quickly and be successful.",4.0,1389
DuPont,Sales Manager  ,Fresher,technical,Skill and experience related,I am a hard worker and I am always willing to go the extra mile.,1.0,1390
DuPont,Sales Manager  ,Fresher,technical,Skill and experience related,I am a team player with excellent communication and interpersonal skills.,3.0,1391
DuPont,Sales Manager  ,Fresher,technical,Skill and experience related,I am a highly motivated and results-oriented individual with a strong understanding of the sales process.,4.0,1392
DuPont,Sales Manager  ,Fresher,technical,Skill and experience related,I am eager to learn and grow in my career.,2.0,1393
DuPont,Sales Manager  ,Fresher,technical,Skill and experience related,"I have a proven track record of success in sales, with a 100% close rate on my last 10 deals.",5.0,1394
Brookdale Senior Living,Sales Manager  ,Situational,management,Tell me of an instance where you went beyond the call of duty,2. I went out of my way to find a solution to a customer's problem that wasn't covered by our policy.,4.0,1395
Brookdale Senior Living,Sales Manager  ,Situational,management,Tell me of an instance where you went beyond the call of duty,"3. I offered to help a customer with something that wasn't my job, but I knew I could do it.",3.0,1396
Brookdale Senior Living,Sales Manager  ,Situational,management,Tell me of an instance where you went beyond the call of duty,1. I stayed late to help a customer who was having trouble with their order.,5.0,1397
Brookdale Senior Living,Sales Manager  ,Situational,management,Tell me of an instance where you went beyond the call of duty,5. I ignored a customer who was being rude to me.,1.0,1398
Brookdale Senior Living,Sales Manager  ,Situational,management,Tell me of an instance where you went beyond the call of duty,4. I answered a customer's question even though I wasn't sure of the answer.,2.0,1399
MarketSource,Sales Manager (Wireless)  ,Situational,management,How do you relate to customers,I am able to resolve customer issues quickly and efficiently. I am also able to provide excellent customer service.,3.0,1400
MarketSource,Sales Manager (Wireless)  ,Situational,management,How do you relate to customers,I am able to learn from my mistakes and improve my customer service skills. I am also able to build on my strengths and become a better customer service representative.,1.0,1401
MarketSource,Sales Manager (Wireless)  ,Situational,management,How do you relate to customers,I am able to put myself in the customer's shoes and understand their needs. I am also able to communicate effectively with them and build trust.,4.0,1402
MarketSource,Sales Manager (Wireless)  ,Situational,management,How do you relate to customers,I am able to maintain a positive attitude even when dealing with difficult customers. I am also able to resolve conflicts in a professional manner.,2.0,1403
MarketSource,Sales Manager (Wireless)  ,Situational,management,How do you relate to customers,I am a people person and enjoy building relationships with customers. I am always looking for ways to help them and make their experience as positive as possible.,5.0,1404
Lenskart Solutions,Sales Manager  ,Situational,management,Looking for interview with HR to know,4. I am looking for an interview with HR to demonstrate my skills and experience as a sales manager. I am confident that I have the skills and experience necessary to be successful in this role and I am excited about the opportunity to work for Lenskart Solutions.,4.0,1405
Lenskart Solutions,Sales Manager  ,Situational,management,Looking for interview with HR to know,1. I am looking for an interview with HR to learn more about the company and the sales manager role. I am also interested in getting feedback on my resume and interviewing skills.,1.0,1406
Lenskart Solutions,Sales Manager  ,Situational,management,Looking for interview with HR to know,3. I am looking for an interview with HR to show my interest in the sales manager role and to learn more about the company. I am also interested in discussing my qualifications and how I can contribute to the company.,3.0,1407
Lenskart Solutions,Sales Manager  ,Situational,management,Looking for interview with HR to know,"5. I am looking for an interview with HR to secure the sales manager role at Lenskart Solutions. I am confident that I have the skills, experience, and passion to be successful in this role and I am excited about the opportunity to work for this company.",5.0,1408
Lenskart Solutions,Sales Manager  ,Situational,management,Looking for interview with HR to know,2. I am looking for an interview with HR to get a better understanding of the sales manager role and the company culture. I am also interested in learning more about the opportunities for growth and advancement.,2.0,1409
Google,Sales Manager  ,Fresher,technical,performance related cognitive experience education,3. I am a team player with excellent communication and interpersonal skills.,3.0,1410
Google,Sales Manager  ,Fresher,technical,performance related cognitive experience education,"1. I have a proven track record of success in sales, with a 100% close rate on my last 10 deals.",5.0,1411
Google,Sales Manager  ,Fresher,technical,performance related cognitive experience education,5. I am a hard worker and I am always willing to go the extra mile.,1.0,1412
Google,Sales Manager  ,Fresher,technical,performance related cognitive experience education,4. I am a quick learner and I am always eager to take on new challenges.,2.0,1413
Google,Sales Manager  ,Fresher,technical,performance related cognitive experience education,2. I am a highly motivated and results-oriented individual with a strong work ethic.,4.0,1414
HairClub,Sales Manager  ,Situational,management,How wold you drive up sales,2. **I would offer competitive pricing and promotions.**,4.0,1415
HairClub,Sales Manager  ,Situational,management,How wold you drive up sales,4. **I would use social media and other marketing channels to reach new customers.**,2.0,1416
HairClub,Sales Manager  ,Situational,management,How wold you drive up sales,5. **I would hire a team of experienced sales professionals.**,1.0,1417
HairClub,Sales Manager  ,Situational,management,How wold you drive up sales,1. **I would focus on developing relationships with customers and building trust.**,5.0,1418
HairClub,Sales Manager  ,Situational,management,How wold you drive up sales,3. **I would improve the customer experience by providing excellent service.**,3.0,1419
Hill's Pet Nutrition,Territory Sales Manager  ,Fresher,technical,Asked about my previous experience in Medical field,"I have 5 years of experience in the medical field, working as a nurse.",5.0,1420
Hill's Pet Nutrition,Territory Sales Manager  ,Fresher,technical,Asked about my previous experience in Medical field,I am passionate about the medical field and believe that it can make a positive impact on people's lives.,1.0,1421
Hill's Pet Nutrition,Territory Sales Manager  ,Fresher,technical,Asked about my previous experience in Medical field,I am familiar with the regulations and standards that govern the medical field.,3.0,1422
Hill's Pet Nutrition,Territory Sales Manager  ,Fresher,technical,Asked about my previous experience in Medical field,I have a strong understanding of the medical field and how it relates to pet nutrition.,4.0,1423
Hill's Pet Nutrition,Territory Sales Manager  ,Fresher,technical,Asked about my previous experience in Medical field,I have a network of contacts in the medical field that I can draw on for support.,2.0,1424
Lumen,Sales Manager  ,Situational,management,How will you hit targetv,"I will set realistic sales goals and track my progress closely. I will also be willing to adjust my goals if necessary. I will be persistent and will not give up easily, but I will also be realistic about what I can achieve.",2.0,1425
Lumen,Sales Manager  ,Situational,management,How will you hit targetv,I will research the market and identify the best opportunities for sales growth. I will also develop a strong sales pitch and be prepared to answer any objections that my customers may have. I will be persistent and will not give up until I have closed the deal.,3.0,1426
Lumen,Sales Manager  ,Situational,management,How will you hit targetv,"I will try my best to hit my sales targets, but I cannot guarantee that I will be successful. I will need the support of my team and my manager in order to be successful.",1.0,1427
Lumen,Sales Manager  ,Situational,management,How will you hit targetv,I will work closely with my team to develop a sales strategy that is tailored to our specific market. I will also make sure that my team is properly trained and motivated. I will be confident in my ability to hit my targets and will not let anything stand in my way.,4.0,1428
Lumen,Sales Manager  ,Situational,management,How will you hit targetv,"I will set aggressive but achievable sales goals and track my progress closely. I will also develop a strong relationship with my customers and understand their needs in order to provide them with the best possible service. I will be persistent and never give up, even when faced with challenges.",5.0,1429
Nutanix,Channel Sales Manager  ,Situational,management,What channel program is most effective, Programs that provide training and certification for partners.,3.0,1430
Nutanix,Channel Sales Manager  ,Situational,management,What channel program is most effective, Programs that offer a variety of marketing and sales support to partners.,2.0,1431
Nutanix,Channel Sales Manager  ,Situational,management,What channel program is most effective, Programs that provide a single point of contact for partners to get support and information.,5.0,1432
Nutanix,Channel Sales Manager  ,Situational,management,What channel program is most effective, Partner-led programs that provide incentives for partners to sell our products and services.,1.0,1433
Nutanix,Channel Sales Manager  ,Situational,management,What channel program is most effective, Programs that offer co-marketing and co-selling opportunities with partners.,4.0,1434
Chalhoub Group,National Sales Manager  ,Situational,management,tell me way to improve the relationship to supplier,3. **Listen to their concerns and feedback.**,3.0,1435
Chalhoub Group,National Sales Manager  ,Situational,management,tell me way to improve the relationship to supplier,5. **Hold yourself and your team accountable to the agreed-upon terms.**,1.0,1436
Chalhoub Group,National Sales Manager  ,Situational,management,tell me way to improve the relationship to supplier,4. **Be willing to compromise and negotiate.**,2.0,1437
Chalhoub Group,National Sales Manager  ,Situational,management,tell me way to improve the relationship to supplier,1. **Establish a relationship of trust and respect.**,5.0,1438
Chalhoub Group,National Sales Manager  ,Situational,management,tell me way to improve the relationship to supplier,2. **Be open and honest with your suppliers.**,4.0,1439
L'Oréal,Senior Sales Manager  ,Situational,management,How you can create an impact in the market,I have a proven track record of success in developing and executing sales strategies that have resulted in significant growth for my previous employers.,5.0,1440
L'Oréal,Senior Sales Manager  ,Situational,management,How you can create an impact in the market,I am a strategic thinker who is able to develop and implement creative solutions to challenges.,2.0,1441
L'Oréal,Senior Sales Manager  ,Situational,management,How you can create an impact in the market,I am a hard worker who is willing to go the extra mile to achieve my goals.,1.0,1442
L'Oréal,Senior Sales Manager  ,Situational,management,How you can create an impact in the market,I am a highly motivated and results-oriented individual with a strong understanding of the market and the needs of my customers.,4.0,1443
L'Oréal,Senior Sales Manager  ,Situational,management,How you can create an impact in the market,I am a team player who is able to build strong relationships with clients and colleagues.,3.0,1444
Synthesia,Global Sales Enablement Manager  ,Situational,management,How would you onboard a sales team,"1. **I would create a comprehensive onboarding program that includes training on the company's products and services, sales techniques, and culture. I would also provide opportunities for new hires to network with experienced sales reps and get feedback on their performance.**",5.0,1445
Synthesia,Global Sales Enablement Manager  ,Situational,management,How would you onboard a sales team,"2. **I would meet with each new hire individually to discuss their goals and expectations, and I would provide them with a mentor who could help them get up to speed.**",4.0,1446
Synthesia,Global Sales Enablement Manager  ,Situational,management,How would you onboard a sales team,"4. **I would provide new hires with the resources they need to succeed, such as access to training materials, sales leads, and support from their manager.**",2.0,1447
Synthesia,Global Sales Enablement Manager  ,Situational,management,How would you onboard a sales team,5. **I would simply give new hires a copy of the company's sales manual and tell them to figure it out on their own.**,1.0,1448
Synthesia,Global Sales Enablement Manager  ,Situational,management,How would you onboard a sales team,3. **I would create a structured onboarding process that would help new hires learn the ropes quickly and efficiently.**,3.0,1449
Highspot ,Sales Manager  ,Situational,management,Please explain your thought process behind driving sales results,"1. I believe that the most important factor in driving sales results is understanding the customer's needs and then developing a solution that meets those needs. I would start by conducting research to learn as much as I could about the customer's industry, their challenges, and their goals. Once I had a good understanding of their needs, I would develop a solution that addressed those needs and then present it to the customer. I would also be sure to follow up with the customer after the sale to make sure that they were satisfied with the solution and to see if there was anything else that I could do to help them.",5.0,1450
